date,case_type,count,date_long
26/06/2020,New Cases,6,"Friday, 26 June 2020"
26/06/2020,Recovered Cases,23,"Friday, 26 June 2020"
26/06/2020,New Deaths,0,"Friday, 26 June 2020"
27/06/2020,New Cases,10,"Saturday, 27 June 2020"
27/06/2020,Recovered Cases,14,"Saturday, 27 June 2020"
27/06/2020,New Deaths,0,"Saturday, 27 June 2020"
28/06/2020,New Cases,18,"Sunday, 28 June 2020"
28/06/2020,Recovered Cases,10,"Sunday, 28 June 2020"
28/06/2020,New Deaths,0,"Sunday, 28 June 2020"
29/06/2020,New Cases,3,"Monday, 29 June 2020"
29/06/2020,Recovered Cases,16,"Monday, 29 June 2020"
29/06/2020,New Deaths,0,"Monday, 29 June 2020"
30/06/2020,New Cases,2,"Tuesday, 30 June 2020"
30/06/2020,Recovered Cases,20,"Tuesday, 30 June 2020"
30/06/2020,New Deaths,0,"Tuesday, 30 June 2020"
1/07/2020,New Cases,1,"Wednesday, 1 July 2020"
1/07/2020,Recovered Cases,21,"Wednesday, 1 July 2020"
1/07/2020,New Deaths,0,"Wednesday, 1 July 2020"
2/07/2020,New Cases,3,"Thursday, 2 July 2020"
2/07/2020,Recovered Cases,62,"Thursday, 2 July 2020"
2/07/2020,New Deaths,0,"Thursday, 2 July 2020"
3/07/2020,New Cases,5,"Friday, 3 July 2020"
3/07/2020,Recovered Cases,9,"Friday, 3 July 2020"
3/07/2020,New Deaths,0,"Friday, 3 July 2020"
4/07/2020,New Cases,10,"Saturday, 4 July 2020"
4/07/2020,Recovered Cases,15,"Saturday, 4 July 2020"
4/07/2020,New Deaths,0,"Saturday, 4 July 2020"
5/07/2020,New Cases,5,"Sunday, 5 July 2020"
5/07/2020,Recovered Cases,4,"Sunday, 5 July 2020"
5/07/2020,New Deaths,0,"Sunday, 5 July 2020"
6/07/2020,New Cases,5,"Monday, 6 July 2020"
6/07/2020,Recovered Cases,11,"Monday, 6 July 2020"
6/07/2020,New Deaths,0,"Monday, 6 July 2020"
7/07/2020,New Cases,6,"Tuesday, 7 July 2020"
7/07/2020,Recovered Cases,5,"Tuesday, 7 July 2020"
7/07/2020,New Deaths,0,"Tuesday, 7 July 2020"
8/07/2020,New Cases,3,"Wednesday, 8 July 2020"
8/07/2020,Recovered Cases,5,"Wednesday, 8 July 2020"
8/07/2020,New Deaths,0,"Wednesday, 8 July 2020"
9/07/2020,New Cases,6,"Thursday, 9 July 2020"
9/07/2020,Recovered Cases,13,"Thursday, 9 July 2020"
9/07/2020,New Deaths,0,"Thursday, 9 July 2020"
10/07/2020,New Cases,13,"Friday, 10 July 2020"
10/07/2020,Recovered Cases,12,"Friday, 10 July 2020"
10/07/2020,New Deaths,1,"Friday, 10 July 2020"
11/07/2020,New Cases,8,"Saturday, 11 July 2020"
11/07/2020,Recovered Cases,4,"Saturday, 11 July 2020"
11/07/2020,New Deaths,0,"Saturday, 11 July 2020"
12/07/2020,New Cases,14,"Sunday, 12 July 2020"
12/07/2020,Recovered Cases,4,"Sunday, 12 July 2020"
12/07/2020,New Deaths,0,"Sunday, 12 July 2020"
13/07/2020,New Cases,7,"Monday, 13 July 2020"
13/07/2020,Recovered Cases,1,"Monday, 13 July 2020"
13/07/2020,New Deaths,0,"Monday, 13 July 2020"
14/07/2020,New Cases,4,"Tuesday, 14 July 2020"
14/07/2020,Recovered Cases,4,"Tuesday, 14 July 2020"
14/07/2020,New Deaths,0,"Tuesday, 14 July 2020"
15/07/2020,New Cases,5,"Wednesday, 15 July 2020"
15/07/2020,Recovered Cases,2,"Wednesday, 15 July 2020"
15/07/2020,New Deaths,0,"Wednesday, 15 July 2020"
16/07/2020,New Cases,3,"Thursday, 16 July 2020"
16/07/2020,Recovered Cases,12,"Thursday, 16 July 2020"
16/07/2020,New Deaths,0,"Thursday, 16 July 2020"
17/07/2020,New Cases,18,"Friday, 17 July 2020"
17/07/2020,Recovered Cases,3,"Friday, 17 July 2020"
17/07/2020,New Deaths,1,"Friday, 17 July 2020"
18/07/2020,New Cases,9,"Saturday, 18 July 2020"
18/07/2020,Recovered Cases,5,"Saturday, 18 July 2020"
18/07/2020,New Deaths,0,"Saturday, 18 July 2020"
19/07/2020,New Cases,15,"Sunday, 19 July 2020"
19/07/2020,Recovered Cases,7,"Sunday, 19 July 2020"
19/07/2020,New Deaths,0,"Sunday, 19 July 2020"
20/07/2020,New Cases,21,"Monday, 20 July 2020"
20/07/2020,Recovered Cases,2,"Monday, 20 July 2020"
20/07/2020,New Deaths,0,"Monday, 20 July 2020"
21/07/2020,New Cases,15,"Tuesday, 21 July 2020"
21/07/2020,Recovered Cases,7,"Tuesday, 21 July 2020"
21/07/2020,New Deaths,0,"Tuesday, 21 July 2020"
22/07/2020,New Cases,16,"Wednesday, 22 July 2020"
22/07/2020,Recovered Cases,4,"Wednesday, 22 July 2020"
22/07/2020,New Deaths,0,"Wednesday, 22 July 2020"
23/07/2020,New Cases,9,"Thursday, 23 July 2020"
23/07/2020,Recovered Cases,8,"Thursday, 23 July 2020"
23/07/2020,New Deaths,0,"Thursday, 23 July 2020"
24/07/2020,New Cases,21,"Friday, 24 July 2020"
24/07/2020,Recovered Cases,3,"Friday, 24 July 2020"
24/07/2020,New Deaths,0,"Friday, 24 July 2020"
25/07/2020,New Cases,23,"Saturday, 25 July 2020"
25/07/2020,Recovered Cases,17,"Saturday, 25 July 2020"
25/07/2020,New Deaths,0,"Saturday, 25 July 2020"
26/07/2020,New Cases,13,"Sunday, 26 July 2020"
26/07/2020,Recovered Cases,6,"Sunday, 26 July 2020"
26/07/2020,New Deaths,1,"Sunday, 26 July 2020"
27/07/2020,New Cases,7,"Monday, 27 July 2020"
27/07/2020,Recovered Cases,1,"Monday, 27 July 2020"
27/07/2020,New Deaths,0,"Monday, 27 July 2020"
28/07/2020,New Cases,39,"Tuesday, 28 July 2020"
28/07/2020,Recovered Cases,6,"Tuesday, 28 July 2020"
28/07/2020,New Deaths,0,"Tuesday, 28 July 2020"
29/07/2020,New Cases,13,"Wednesday, 29 July 2020"
29/07/2020,Recovered Cases,5,"Wednesday, 29 July 2020"
29/07/2020,New Deaths,1,"Wednesday, 29 July 2020"
30/07/2020,New Cases,8,"Thursday, 30 July 2020"
30/07/2020,Recovered Cases,5,"Thursday, 30 July 2020"
30/07/2020,New Deaths,0,"Thursday, 30 July 2020"
31/07/2020,New Cases,12,"Friday, 31 July 2020"
31/07/2020,Recovered Cases,27,"Friday, 31 July 2020"
31/07/2020,New Deaths,0,"Friday, 31 July 2020"
1/08/2020,New Cases,9,"Saturday, 1 August 2020"
1/08/2020,Recovered Cases,3,"Saturday, 1 August 2020"
1/08/2020,New Deaths,0,"Saturday, 1 August 2020"
2/08/2020,New Cases,14,"Sunday, 2 August 2020"
2/08/2020,Recovered Cases,17,"Sunday, 2 August 2020"
2/08/2020,New Deaths,0,"Sunday, 2 August 2020"
3/08/2020,New Cases,2,"Monday, 3 August 2020"
3/08/2020,Recovered Cases,4,"Monday, 3 August 2020"
3/08/2020,New Deaths,0,"Monday, 3 August 2020"
4/08/2020,New Cases,1,"Tuesday, 4 August 2020"
4/08/2020,Recovered Cases,16,"Tuesday, 4 August 2020"
4/08/2020,New Deaths,0,"Tuesday, 4 August 2020"
5/08/2020,New Cases,21,"Wednesday, 5 August 2020"
5/08/2020,Recovered Cases,18,"Wednesday, 5 August 2020"
5/08/2020,New Deaths,0,"Wednesday, 5 August 2020"
6/08/2020,New Cases,15,"Thursday, 6 August 2020"
6/08/2020,Recovered Cases,11,"Thursday, 6 August 2020"
6/08/2020,New Deaths,0,"Thursday, 6 August 2020"
7/08/2020,New Cases,25,"Friday, 7 August 2020"
7/08/2020,Recovered Cases,15,"Friday, 7 August 2020"
7/08/2020,New Deaths,0,"Friday, 7 August 2020"
8/08/2020,New Cases,7,"Saturday, 8 August 2020"
8/08/2020,Recovered Cases,47,"Saturday, 8 August 2020"
8/08/2020,New Deaths,0,"Saturday, 8 August 2020"
9/08/2020,New Cases,13,"Sunday, 9 August 2020"
9/08/2020,Recovered Cases,9,"Sunday, 9 August 2020"
9/08/2020,New Deaths,0,"Sunday, 9 August 2020"
10/08/2020,New Cases,11,"Monday, 10 August 2020"
10/08/2020,Recovered Cases,19,"Monday, 10 August 2020"
10/08/2020,New Deaths,0,"Monday, 10 August 2020"
11/08/2020,New Cases,9,"Tuesday, 11 August 2020"
11/08/2020,Recovered Cases,6,"Tuesday, 11 August 2020"
11/08/2020,New Deaths,0,"Tuesday, 11 August 2020"
12/08/2020,New Cases,11,"Wednesday, 12 August 2020"
12/08/2020,Recovered Cases,8,"Wednesday, 12 August 2020"
12/08/2020,New Deaths,0,"Wednesday, 12 August 2020"
13/08/2020,New Cases,15,"Thursday, 13 August 2020"
13/08/2020,Recovered Cases,4,"Thursday, 13 August 2020"
13/08/2020,New Deaths,0,"Thursday, 13 August 2020"
14/08/2020,New Cases,20,"Friday, 14 August 2020"
14/08/2020,Recovered Cases,7,"Friday, 14 August 2020"
14/08/2020,New Deaths,0,"Friday, 14 August 2020"
15/08/2020,New Cases,26,"Saturday, 15 August 2020"
15/08/2020,Recovered Cases,3,"Saturday, 15 August 2020"
15/08/2020,New Deaths,0,"Saturday, 15 August 2020"
16/08/2020,New Cases,25,"Sunday, 16 August 2020"
16/08/2020,Recovered Cases,28,"Sunday, 16 August 2020"
16/08/2020,New Deaths,0,"Sunday, 16 August 2020"
17/08/2020,New Cases,12,"Monday, 17 August 2020"
17/08/2020,Recovered Cases,17,"Monday, 17 August 2020"
17/08/2020,New Deaths,0,"Monday, 17 August 2020"
18/08/2020,New Cases,7,"Tuesday, 18 August 2020"
18/08/2020,Recovered Cases,26,"Tuesday, 18 August 2020"
18/08/2020,New Deaths,0,"Tuesday, 18 August 2020"
19/08/2020,New Cases,16,"Wednesday, 19 August 2020"
19/08/2020,Recovered Cases,23,"Wednesday, 19 August 2020"
19/08/2020,New Deaths,0,"Wednesday, 19 August 2020"
20/08/2020,New Cases,5,"Thursday, 20 August 2020"
20/08/2020,Recovered Cases,7,"Thursday, 20 August 2020"
20/08/2020,New Deaths,0,"Thursday, 20 August 2020"
21/08/2020,New Cases,9,"Friday, 21 August 2020"
21/08/2020,Recovered Cases,13,"Friday, 21 August 2020"
21/08/2020,New Deaths,0,"Friday, 21 August 2020"
22/08/2020,New Cases,8,"Saturday, 22 August 2020"
22/08/2020,Recovered Cases,4,"Saturday, 22 August 2020"
22/08/2020,New Deaths,0,"Saturday, 22 August 2020"
23/08/2020,New Cases,10,"Sunday, 23 August 2020"
23/08/2020,Recovered Cases,10,"Sunday, 23 August 2020"
23/08/2020,New Deaths,0,"Sunday, 23 August 2020"
24/08/2020,New Cases,7,"Monday, 24 August 2020"
24/08/2020,Recovered Cases,6,"Monday, 24 August 2020"
24/08/2020,New Deaths,0,"Monday, 24 August 2020"
25/08/2020,New Cases,11,"Tuesday, 25 August 2020"
25/08/2020,Recovered Cases,6,"Tuesday, 25 August 2020"
25/08/2020,New Deaths,0,"Tuesday, 25 August 2020"
26/08/2020,New Cases,6,"Wednesday, 26 August 2020"
26/08/2020,Recovered Cases,7,"Wednesday, 26 August 2020"
26/08/2020,New Deaths,0,"Wednesday, 26 August 2020"
27/08/2020,New Cases,5,"Thursday, 27 August 2020"
27/08/2020,Recovered Cases,16,"Thursday, 27 August 2020"
27/08/2020,New Deaths,0,"Thursday, 27 August 2020"
28/08/2020,New Cases,10,"Friday, 28 August 2020"
28/08/2020,Recovered Cases,36,"Friday, 28 August 2020"
28/08/2020,New Deaths,0,"Friday, 28 August 2020"
29/08/2020,New Cases,11,"Saturday, 29 August 2020"
29/08/2020,Recovered Cases,8,"Saturday, 29 August 2020"
29/08/2020,New Deaths,1,"Saturday, 29 August 2020"
30/08/2020,New Cases,17,"Sunday, 30 August 2020"
30/08/2020,Recovered Cases,10,"Sunday, 30 August 2020"
30/08/2020,New Deaths,1,"Sunday, 30 August 2020"
31/08/2020,New Cases,6,"Monday, 31 August 2020"
31/08/2020,Recovered Cases,6,"Monday, 31 August 2020"
31/08/2020,New Deaths,0,"Monday, 31 August 2020"
1/09/2020,New Cases,14,"Tuesday, 1 September 2020"
1/09/2020,Recovered Cases,21,"Tuesday, 1 September 2020"
1/09/2020,New Deaths,1,"Tuesday, 1 September 2020"
2/09/2020,New Cases,6,"Wednesday, 2 September 2020"
2/09/2020,Recovered Cases,4,"Wednesday, 2 September 2020"
2/09/2020,New Deaths,0,"Wednesday, 2 September 2020"
3/09/2020,New Cases,14,"Thursday, 3 September 2020"
3/09/2020,Recovered Cases,4,"Thursday, 3 September 2020"
3/09/2020,New Deaths,0,"Thursday, 3 September 2020"
4/09/2020,New Cases,11,"Friday, 4 September 2020"
4/09/2020,Recovered Cases,9,"Friday, 4 September 2020"
4/09/2020,New Deaths,0,"Friday, 4 September 2020"
5/09/2020,New Cases,6,"Saturday, 5 September 2020"
5/09/2020,Recovered Cases,21,"Saturday, 5 September 2020"
5/09/2020,New Deaths,0,"Saturday, 5 September 2020"
6/09/2020,New Cases,6,"Sunday, 6 September 2020"
6/09/2020,Recovered Cases,2,"Sunday, 6 September 2020"
6/09/2020,New Deaths,0,"Sunday, 6 September 2020"
7/09/2020,New Cases,62,"Monday, 7 September 2020"
7/09/2020,Recovered Cases,9,"Monday, 7 September 2020"
7/09/2020,New Deaths,0,"Monday, 7 September 2020"
8/09/2020,New Cases,100,"Tuesday, 8 September 2020"
8/09/2020,Recovered Cases,12,"Tuesday, 8 September 2020"
8/09/2020,New Deaths,0,"Tuesday, 8 September 2020"
9/09/2020,New Cases,24,"Wednesday, 9 September 2020"
9/09/2020,Recovered Cases,7,"Wednesday, 9 September 2020"
9/09/2020,New Deaths,0,"Wednesday, 9 September 2020"
10/09/2020,New Cases,45,"Thursday, 10 September 2020"
10/09/2020,Recovered Cases,24,"Thursday, 10 September 2020"
10/09/2020,New Deaths,0,"Thursday, 10 September 2020"
11/09/2020,New Cases,182,"Friday, 11 September 2020"
11/09/2020,Recovered Cases,14,"Friday, 11 September 2020"
11/09/2020,New Deaths,0,"Friday, 11 September 2020"
12/09/2020,New Cases,58,"Saturday, 12 September 2020"
12/09/2020,Recovered Cases,8,"Saturday, 12 September 2020"
12/09/2020,New Deaths,0,"Saturday, 12 September 2020"
13/09/2020,New Cases,47,"Sunday, 13 September 2020"
13/09/2020,Recovered Cases,7,"Sunday, 13 September 2020"
13/09/2020,New Deaths,0,"Sunday, 13 September 2020"
14/09/2020,New Cases,31,"Monday, 14 September 2020"
14/09/2020,Recovered Cases,7,"Monday, 14 September 2020"
14/09/2020,New Deaths,1,"Monday, 14 September 2020"
15/09/2020,New Cases,23,"Tuesday, 15 September 2020"
15/09/2020,Recovered Cases,6,"Tuesday, 15 September 2020"
15/09/2020,New Deaths,0,"Tuesday, 15 September 2020"
16/09/2020,New Cases,62,"Wednesday, 16 September 2020"
16/09/2020,Recovered Cases,26,"Wednesday, 16 September 2020"
16/09/2020,New Deaths,0,"Wednesday, 16 September 2020"
17/09/2020,New Cases,21,"Thursday, 17 September 2020"
17/09/2020,Recovered Cases,15,"Thursday, 17 September 2020"
17/09/2020,New Deaths,0,"Thursday, 17 September 2020"
18/09/2020,New Cases,95,"Friday, 18 September 2020"
18/09/2020,Recovered Cases,14,"Friday, 18 September 2020"
18/09/2020,New Deaths,1,"Friday, 18 September 2020"
19/09/2020,New Cases,20,"Saturday, 19 September 2020"
19/09/2020,Recovered Cases,51,"Saturday, 19 September 2020"
19/09/2020,New Deaths,1,"Saturday, 19 September 2020"
20/09/2020,New Cases,52,"Sunday, 20 September 2020"
20/09/2020,Recovered Cases,40,"Sunday, 20 September 2020"
20/09/2020,New Deaths,0,"Sunday, 20 September 2020"
21/09/2020,New Cases,57,"Monday, 21 September 2020"
21/09/2020,Recovered Cases,40,"Monday, 21 September 2020"
21/09/2020,New Deaths,0,"Monday, 21 September 2020"
22/09/2020,New Cases,82,"Tuesday, 22 September 2020"
22/09/2020,Recovered Cases,168,"Tuesday, 22 September 2020"
22/09/2020,New Deaths,1,"Tuesday, 22 September 2020"
23/09/2020,New Cases,147,"Wednesday, 23 September 2020"
23/09/2020,Recovered Cases,39,"Wednesday, 23 September 2020"
23/09/2020,New Deaths,1,"Wednesday, 23 September 2020"
24/09/2020,New Cases,72,"Thursday, 24 September 2020"
24/09/2020,Recovered Cases,64,"Thursday, 24 September 2020"
24/09/2020,New Deaths,0,"Thursday, 24 September 2020"
25/09/2020,New Cases,110,"Friday, 25 September 2020"
25/09/2020,Recovered Cases,30,"Friday, 25 September 2020"
25/09/2020,New Deaths,0,"Friday, 25 September 2020"
26/09/2020,New Cases,82,"Saturday, 26 September 2020"
26/09/2020,Recovered Cases,89,"Saturday, 26 September 2020"
26/09/2020,New Deaths,1,"Saturday, 26 September 2020"
27/09/2020,New Cases,150,"Sunday, 27 September 2020"
27/09/2020,Recovered Cases,50,"Sunday, 27 September 2020"
27/09/2020,New Deaths,1,"Sunday, 27 September 2020"
28/09/2020,New Cases,115,"Monday, 28 September 2020"
28/09/2020,Recovered Cases,54,"Monday, 28 September 2020"
28/09/2020,New Deaths,1,"Monday, 28 September 2020"
29/09/2020,New Cases,101,"Tuesday, 29 September 2020"
29/09/2020,Recovered Cases,50,"Tuesday, 29 September 2020"
29/09/2020,New Deaths,0,"Tuesday, 29 September 2020"
30/09/2020,New Cases,89,"Wednesday, 30 September 2020"
30/09/2020,Recovered Cases,28,"Wednesday, 30 September 2020"
30/09/2020,New Deaths,0,"Wednesday, 30 September 2020"
1/10/2020,New Cases,260,"Thursday, 1 October 2020"
1/10/2020,Recovered Cases,47,"Thursday, 1 October 2020"
1/10/2020,New Deaths,0,"Thursday, 1 October 2020"
2/10/2020,New Cases,287,"Friday, 2 October 2020"
2/10/2020,Recovered Cases,81,"Friday, 2 October 2020"
2/10/2020,New Deaths,2,"Friday, 2 October 2020"
3/10/2020,New Cases,317,"Saturday, 3 October 2020"
3/10/2020,Recovered Cases,121,"Saturday, 3 October 2020"
3/10/2020,New Deaths,1,"Saturday, 3 October 2020"
4/10/2020,New Cases,293,"Sunday, 4 October 2020"
4/10/2020,Recovered Cases,67,"Sunday, 4 October 2020"
4/10/2020,New Deaths,2,"Sunday, 4 October 2020"
5/10/2020,New Cases,432,"Monday, 5 October 2020"
5/10/2020,Recovered Cases,57,"Monday, 5 October 2020"
5/10/2020,New Deaths,3,"Monday, 5 October 2020"
6/10/2020,New Cases,691,"Tuesday, 6 October 2020"
6/10/2020,Recovered Cases,87,"Tuesday, 6 October 2020"
6/10/2020,New Deaths,1,"Tuesday, 6 October 2020"
7/10/2020,New Cases,489,"Wednesday, 7 October 2020"
7/10/2020,Recovered Cases,74,"Wednesday, 7 October 2020"
7/10/2020,New Deaths,3,"Wednesday, 7 October 2020"
8/10/2020,New Cases,375,"Thursday, 8 October 2020"
8/10/2020,Recovered Cases,18,"Thursday, 8 October 2020"
8/10/2020,New Deaths,5,"Thursday, 8 October 2020"
9/10/2020,New Cases,354,"Friday, 9 October 2020"
9/10/2020,Recovered Cases,188,"Friday, 9 October 2020"
9/10/2020,New Deaths,4,"Friday, 9 October 2020"
10/10/2020,New Cases,374,"Saturday, 10 October 2020"
10/10/2020,Recovered Cases,73,"Saturday, 10 October 2020"
10/10/2020,New Deaths,3,"Saturday, 10 October 2020"
11/10/2020,New Cases,561,"Sunday, 11 October 2020"
11/10/2020,Recovered Cases,133,"Sunday, 11 October 2020"
11/10/2020,New Deaths,3,"Sunday, 11 October 2020"
12/10/2020,New Cases,563,"Monday, 12 October 2020"
12/10/2020,Recovered Cases,109,"Monday, 12 October 2020"
12/10/2020,New Deaths,3,"Monday, 12 October 2020"
13/10/2020,New Cases,660,"Tuesday, 13 October 2020"
13/10/2020,Recovered Cases,350,"Tuesday, 13 October 2020"
13/10/2020,New Deaths,4,"Tuesday, 13 October 2020"
14/10/2020,New Cases,660,"Wednesday, 14 October 2020"
14/10/2020,Recovered Cases,233,"Wednesday, 14 October 2020"
14/10/2020,New Deaths,4,"Wednesday, 14 October 2020"
15/10/2020,New Cases,589,"Thursday, 15 October 2020"
15/10/2020,Recovered Cases,409,"Thursday, 15 October 2020"
15/10/2020,New Deaths,2,"Thursday, 15 October 2020"
16/10/2020,New Cases,629,"Friday, 16 October 2020"
16/10/2020,Recovered Cases,245,"Friday, 16 October 2020"
16/10/2020,New Deaths,6,"Friday, 16 October 2020"
17/10/2020,New Cases,869,"Saturday, 17 October 2020"
17/10/2020,Recovered Cases,302,"Saturday, 17 October 2020"
17/10/2020,New Deaths,6,"Saturday, 17 October 2020"
18/10/2020,New Cases,871,"Sunday, 18 October 2020"
18/10/2020,Recovered Cases,701,"Sunday, 18 October 2020"
18/10/2020,New Deaths,2,"Sunday, 18 October 2020"
19/10/2020,New Cases,865,"Monday, 19 October 2020"
19/10/2020,Recovered Cases,455,"Monday, 19 October 2020"
19/10/2020,New Deaths,7,"Monday, 19 October 2020"
20/10/2020,New Cases,862,"Tuesday, 20 October 2020"
20/10/2020,Recovered Cases,634,"Tuesday, 20 October 2020"
20/10/2020,New Deaths,4,"Tuesday, 20 October 2020"
21/10/2020,New Cases,732,"Wednesday, 21 October 2020"
21/10/2020,Recovered Cases,580,"Wednesday, 21 October 2020"
21/10/2020,New Deaths,7,"Wednesday, 21 October 2020"
22/10/2020,New Cases,847,"Thursday, 22 October 2020"
22/10/2020,Recovered Cases,486,"Thursday, 22 October 2020"
22/10/2020,New Deaths,11,"Thursday, 22 October 2020"
23/10/2020,New Cases,710,"Friday, 23 October 2020"
23/10/2020,Recovered Cases,467,"Friday, 23 October 2020"
23/10/2020,New Deaths,9,"Friday, 23 October 2020"
24/10/2020,New Cases,1228,"Saturday, 24 October 2020"
24/10/2020,Recovered Cases,671,"Saturday, 24 October 2020"
24/10/2020,New Deaths,3,"Saturday, 24 October 2020"
25/10/2020,New Cases,823,"Sunday, 25 October 2020"
25/10/2020,Recovered Cases,579,"Sunday, 25 October 2020"
25/10/2020,New Deaths,6,"Sunday, 25 October 2020"
26/10/2020,New Cases,1240,"Monday, 26 October 2020"
26/10/2020,Recovered Cases,691,"Monday, 26 October 2020"
26/10/2020,New Deaths,2,"Monday, 26 October 2020"
27/10/2020,New Cases,835,"Tuesday, 27 October 2020"
27/10/2020,Recovered Cases,674,"Tuesday, 27 October 2020"
27/10/2020,New Deaths,2,"Tuesday, 27 October 2020"
28/10/2020,New Cases,801,"Wednesday, 28 October 2020"
28/10/2020,Recovered Cases,573,"Wednesday, 28 October 2020"
28/10/2020,New Deaths,10,"Wednesday, 28 October 2020"
29/10/2020,New Cases,649,"Thursday, 29 October 2020"
29/10/2020,Recovered Cases,685,"Thursday, 29 October 2020"
29/10/2020,New Deaths,4,"Thursday, 29 October 2020"
30/10/2020,New Cases,799,"Friday, 30 October 2020"
30/10/2020,Recovered Cases,491,"Friday, 30 October 2020"
30/10/2020,New Deaths,3,"Friday, 30 October 2020"
31/10/2020,New Cases,659,"Saturday, 31 October 2020"
31/10/2020,Recovered Cases,1000,"Saturday, 31 October 2020"
31/10/2020,New Deaths,5,"Saturday, 31 October 2020"
1/11/2020,New Cases,957,"Sunday, 1 November 2020"
1/11/2020,Recovered Cases,972,"Sunday, 1 November 2020"
1/11/2020,New Deaths,3,"Sunday, 1 November 2020"
2/11/2020,New Cases,834,"Monday, 2 November 2020"
2/11/2020,Recovered Cases,900,"Monday, 2 November 2020"
2/11/2020,New Deaths,2,"Monday, 2 November 2020"
3/11/2020,New Cases,1054,"Tuesday, 3 November 2020"
3/11/2020,Recovered Cases,875,"Tuesday, 3 November 2020"
3/11/2020,New Deaths,2,"Tuesday, 3 November 2020"
4/11/2020,New Cases,1032,"Wednesday, 4 November 2020"
4/11/2020,Recovered Cases,820,"Wednesday, 4 November 2020"
4/11/2020,New Deaths,1,"Wednesday, 4 November 2020"
5/11/2020,New Cases,1009,"Thursday, 5 November 2020"
5/11/2020,Recovered Cases,839,"Thursday, 5 November 2020"
5/11/2020,New Deaths,6,"Thursday, 5 November 2020"
6/11/2020,New Cases,1755,"Friday, 6 November 2020"
6/11/2020,Recovered Cases,726,"Friday, 6 November 2020"
6/11/2020,New Deaths,2,"Friday, 6 November 2020"
7/11/2020,New Cases,1168,"Saturday, 7 November 2020"
